make,model,manufactured,reg_date,type_of_vehicle,category,transmission,curb_weight,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price,make_encoded,model_encoded,manufactured_encoded,reg_date_encoded,type_of_vehicle_encoded,category_encoded
honda,cr-v,2016.0,2017,suv,"parf car, premium ad car, sgcarmart warranty cars",0,1574.0,140.0,2354.0,1.0,16460.0,54405,1628.0,35234.0,106000.0,28974.0,32564.0,63800.0,2,26,8,1,0,8
subaru,forester,2016.0,2017,suv,"parf car, premium ad car",0,1682.0,177.0,1998.0,1.0,19020.0,50621,1210.0,24926.0,104000.0,19237.0,19237.0,59900.0,7,72,8,1,0,1
toyota,altis,2016.0,2016,mid-sized sedan,"parf car, premium ad car",0,1215.0,90.0,1598.0,3.0,14790.0,51506,742.0,24116.0,93000.0,19990.0,19990.0,44800.0,3,3,8,12,3,1
audi,a3,2018.0,2018,luxury sedan,"parf car, low mileage car",0,1280.0,85.0,999.0,2.0,14770.0,38001,392.0,32394.0,60000.0,24711.0,26596.0,72000.0,9,80,0,0,1,19
mercedes-benz,cla180,2015.0,2015,luxury sedan,parf car,0,1430.0,90.0,1595.0,3.0,26980.0,64700,740.0,16357.0,182631.0,27462.0,20447.0,35800.0,1,75,10,10,1,0
mercedes-benz,cla200,2014.0,2014,luxury sedan,"coe car, premium ad car",0,1430.0,115.0,1595.0,2.0,12350.0,79237,814.0,77500.0,129000.0,28666.0,22133.0,120800.0,1,112,13,14,1,3
audi,a1,2012.0,2012,hatchback,"coe car, premium ad car, low mileage car",0,1290.0,136.0,1390.0,5.0,13540.0,59179,806.0,45657.0,121000.0,33703.0,33703.0,104500.0,9,60,12,13,6,2
bmw,m2,2018.0,2018,sports car,"parf car, premium ad car, low mileage car",0,1490.0,250.0,2998.0,2.0,29320.0,31301,2384.0,53165.0,36996.0,45832.0,56165.0,157800.0,8,93,0,0,4,6
mercedes-benz,glc200,2019.0,2019,suv,"parf car, premium ad car",0,1705.0,135.0,1991.0,2.0,24750.0,39728,1202.0,58908.0,50000.0,42557.0,51580.0,151800.0,1,53,7,8,0,1
toyota,dyna,2012.0,2013,truck,coe car,1,1720.0,19.0,2982.0,1.0,10920.0,35524,3003.21150962459,24604.0,165000.0,24970.0,1249.0,37800.0,3,135,12,17,5,9
mitsubishi,lancer,2016.0,2016,mid-sized sedan,parf car,0,1284.0,86.0,1590.0,1.0,12610.0,55200,738.0,18166.0,86275.0,14138.0,14138.0,30800.0,6,71,8,12,3,0
honda,vezel,2016.0,2016,suv,"parf car, sgcarmart warranty cars",0,1190.0,96.0,1496.0,1.0,14400.0,47020,682.0,13954.0,100000.0,20054.0,10076.0,30800.0,2,55,8,12,0,14
toyota,estima,2009.0,2009,mpv,"coe car, premium ad car, low mileage car",0,1770.0,125.0,2362.0,6.0,15030.0,37502,2457.0,19912.0,138000.0,35908.0,35908.0,79800.0,3,39,15,6,2,2
mercedes-benz,a200,2020.0,2021,luxury sedan,"parf car, premium ad car, low mileage car",0,1390.0,120.0,1332.0,1.0,21160.0,39000,586.0,48360.0,18800.0,27247.0,30146.0,154800.0,1,78,9,16,1,6
bmw,x6,2008.0,2009,suv,"coe car, premium ad car, low mileage car",0,2070.0,225.0,2979.0,6.0,19400.0,37941,3543.0,20104.0,96000.0,85273.0,85273.0,102800.0,8,239,3,6,0,2
mercedes-benz,amg,2018.0,2018,suv,parf car,0,1735.0,155.0,1991.0,1.0,26850.0,32551,1202.0,56557.0,73000.0,49693.0,61571.0,141800.0,1,29,0,0,0,0
mercedes-benz,amg,2018.0,2020,sports car,"parf car, premium ad car, low mileage car, hybrid cars",0,1590.0,145.0,1497.0,1.0,25120.0,38110,684.0,83176.0,13000.0,59637.0,79347.0,195800.0,1,29,0,9,4,66
kia,stinger,2018.0,2018,luxury sedan,"parf car, direct owner sale",0,1642.0,182.0,1998.0,1.0,20770.0,37989,1210.0,40289.0,62000.0,33381.0,38734.0,102000.0,18,251,0,0,1,21
volkswagen,golf,2020.0,2020,hatchback,parf car,0,1270.0,92.0,1395.0,1.0,15650.0,37690,624.0,39257.0,73800.0,19974.0,19974.0,110800.0,11,20,9,9,6,0
bentley,continental,2019.0,2019,sports car,Other,0,2244.0,467.0,5950.0,2.0,91780.0,48209,7000.0,293581.0,17000.0,229667.0,385401.0,645800.0,13,24,7,8,4,23
peugeot,3008,2017.0,2018,suv,"parf car, premium ad car",0,1270.0,96.0,1199.0,2.0,15120.0,36890,508.0,28512.0,96000.0,22008.0,22812.0,67500.0,23,126,1,0,0,1
mazda,3,2016.0,2016,mid-sized sedan,"parf car, premium ad car, sgcarmart warranty cars",0,1321.0,88.0,1496.0,2.0,12940.0,50010,682.0,19767.0,92000.0,18907.0,13907.0,37800.0,10,15,8,12,3,8
mitsubishi,canter,2016.0,2016,truck,premium ad car,1,2500.0,19.0,2998.0,3.0,16660.0,40897,2384.0,7317.0,64763.0,32616.0,1631.0,29800.0,6,10,8,12,5,15
ferrari,Other,2018.0,2019,sports car,"parf car, premium ad car, low mileage car",0,1715.0,585.0,6496.0,2.0,176780.0,32000,7854.0,507504.0,13000.0,406765.0,704177.0,1158000.0,34,17,0,8,4,6
mercedes-benz,b200,2019.0,2019,hatchback,"parf car, premium ad car, sgcarmart warranty cars",0,1410.0,120.0,1332.0,1.0,20370.0,38602,586.0,50547.0,80609.0,33790.0,39306.0,130800.0,1,301,7,8,6,8
toyota,sienta,2021.0,2022,mpv,"parf car, premium ad car, sgcarmart warranty cars",0,1320.0,80.0,1496.0,1.0,16060.0,90589,682.0,81124.0,25000.0,20675.0,5945.0,138888.0,3,132,14,5,2,8
bmw,116i,2011.0,2012,hatchback,"coe car, consignment car",0,1310.0,100.0,1598.0,6.0,12560.0,23179,965.0,10262.0,155000.0,27436.0,27436.0,27800.0,8,191,11,13,6,4
hyundai,tucson,2016.0,2016,suv,parf car,0,1540.0,114.0,1999.0,1.0,15270.0,53001,1212.0,25302.0,8781.0,21712.0,22397.0,45388.0,12,211,8,12,0,0
mitsubishi,attrage,2019.0,2020,mid-sized sedan,"parf car, premium ad car, low mileage car",0,940.0,59.0,1193.0,1.0,11580.0,32999,506.0,22618.0,39000.0,13959.0,5000.0,68700.0,6,70,7,9,3,6
subaru,forester,2016.0,2017,suv,"parf car, sgcarmart warranty cars",0,1682.0,177.0,1998.0,3.0,19520.0,48209,1210.0,24733.0,131000.0,19363.0,19363.0,62800.0,7,72,8,1,0,14
shineray,x30l,2022.0,2023,van,electric cars,0,1400.0,12.0,1840.0,3.0,8960.0,36758,1026.0,32317.0,5327.0,33288.0,1665.0,78800.0,45,216,5,11,9,87
bmw,x6,2010.0,2010,suv,coe car,0,2305.0,408.0,4395.0,6.0,19210.0,34935,6395.0,21995.0,35001.0,107267.0,107267.0,121000.0,8,239,6,19,0,9
subaru,forester,2019.0,2020,suv,"parf car, low mileage car",0,1591.0,115.0,1995.0,1.0,18050.0,33301,1208.0,32623.0,30000.0,16701.0,16701.0,118800.0,7,72,7,9,0,19
porsche,panamera,2019.0,2020,sports car,"parf car, premium ad car, low mileage car, hybrid cars",0,2170.0,340.0,2894.0,2.0,53910.0,34989,2262.0,180312.0,36200.0,133572.0,212430.0,429800.0,25,144,7,9,4,66
bmw,Other,2017.0,2017,luxury sedan,"parf car, premium ad car",0,1595.0,250.0,2998.0,2.0,33520.0,48005,2384.0,77418.0,68000.0,68338.0,95009.0,156888.0,8,17,1,1,1,1
mercedes-benz,s320l,2016.0,2016,luxury sedan,"parf car, sgcarmart warranty cars",0,1940.0,200.0,2996.0,4.0,28170.0,57002,2382.0,94275.0,96000.0,89948.0,133907.0,135788.0,1,89,8,12,1,14
volvo,s90,2018.0,2018,luxury sedan,parf car,0,1695.0,187.0,1969.0,2.0,20130.0,30851,1176.0,46635.0,93000.0,39504.0,47306.0,111999.0,16,81,0,0,1,0
mercedes-benz,amg,2011.0,2012,sports car,coe car,0,1870.0,386.0,5461.0,6.0,20910.0,47316,8107.0,32538.0,151193.0,133809.0,133809.0,143800.0,1,29,11,13,4,9
bmw,x1,2021.0,2021,suv,"parf car, low mileage car",0,1435.0,100.0,1499.0,1.0,19350.0,60001,684.0,78013.0,28000.0,39886.0,47841.0,159800.0,8,88,14,16,0,19
mercedes-benz,e200,2014.0,2015,luxury sedan,parf car,0,1655.0,135.0,1991.0,1.0,27080.0,75289,1202.0,27498.0,115410.0,42793.0,46911.0,38000.0,1,11,13,10,1,0
mercedes-benz,Other,2013.0,2013,sports car,"coe car, low mileage car",0,1685.0,255.0,3498.0,4.0,24620.0,106916,3797.0,93354.0,72000.0,116274.0,116274.0,215000.0,1,17,18,17,4,12
mazda,2,2015.0,2015,suv,parf car,0,1528.0,121.0,1998.0,2.0,16960.0,74501,1210.0,13987.0,149000.0,20520.0,15728.0,21800.0,10,18,10,10,0,0
nissan,note,2024.0,2024,hatchback,"parf car, almost new car, hybrid cars",0,1220.0,85.0,1198.0,1.0,13440.0,81589,714.0,74774.0,4225.0,17670.0,12670.0,135800.0,17,50,19,18,6,64
toyota,altis,2019.0,2019,mid-sized sedan,"parf car, premium ad car",0,1230.0,96.0,1598.0,1.0,14930.0,30009,742.0,29185.0,86000.0,18787.0,18787.0,84500.0,3,3,7,8,3,1
honda,freed,2018.0,2020,mpv,"parf car, hybrid cars",0,1430.0,101.0,1496.0,1.0,17870.0,35889,682.0,37024.0,47273.0,27553.0,20575.0,117800.0,2,85,0,9,2,20
mitsubishi,canter,2019.0,2019,truck,premium ad car,1,1800.0,19.0,2998.0,1.0,13020.0,26914,2384.0,12978.0,154951.0,29446.0,1473.0,62800.0,6,10,7,8,5,15
lexus,es,2018.0,2019,luxury sedan,"parf car, premium ad car",0,1620.0,152.0,2487.0,1.0,22900.0,33689,1784.0,49456.0,67803.0,39999.0,47999.0,131800.0,4,52,0,8,1,1
toyota,alphard,2015.0,2015,mpv,"parf car, premium ad car",0,2025.0,134.0,2494.0,4.0,49630.0,71509,1792.0,35742.0,117000.0,42591.0,51628.0,76800.0,3,62,10,10,2,1
suzuki,swift,2021.0,2022,hatchback,"parf car, hybrid cars, sgcarmart warranty cars",0,945.0,61.0,1197.0,2.0,12660.0,72996,508.0,62147.0,40690.0,17110.0,5000.0,103800.0,27,147,14,5,6,36
volkswagen,golf,2015.0,2015,hatchback,"parf car, premium ad car",0,1249.0,90.0,1395.0,2.0,14100.0,57301,624.0,14913.0,103539.0,22642.0,13699.0,25000.0,11,20,10,10,6,1
honda,freed,2018.0,2018,mpv,"parf car, premium ad car, hybrid cars, sgcarmart warranty cars",0,1430.0,101.0,1496.0,3.0,15860.0,32311,682.0,25966.0,75000.0,25209.0,17293.0,76800.0,2,85,0,0,2,75
bmw,Other,2023.0,2024,luxury sedan,Other,0,1990.0,210.0,2135.0,1.0,25510.0,112000,2147.0,122365.0,4700.0,58782.0,43686.0,265588.0,8,17,17,18,1,23
byd,e6,2017.0,2018,hatchback,Other,0,2420.0,90.0,1422.0,4.0,11710.0,36890,743.0,25451.0,215781.0,34073.0,19703.0,50000.0,38,323,1,0,6,23
honda,civic,2016.0,2016,mid-sized sedan,"parf car, low mileage car",0,1249.0,92.0,1597.0,3.0,16760.0,55200,742.0,24413.0,71000.0,19491.0,19491.0,48399.0,2,16,8,12,3,19
toyota,camry,2016.0,2016,luxury sedan,"parf car, premium ad car",0,1480.0,123.0,1998.0,1.0,16720.0,57903,1210.0,31392.0,91997.0,28695.0,32173.0,51000.0,3,121,8,12,1,1
nissan,qashqai,2016.0,2016,suv,parf car,0,1285.0,85.0,1197.0,1.0,13060.0,50991,508.0,19906.0,100000.0,18689.0,13689.0,36800.0,17,41,8,12,0,0
honda,odyssey,2018.0,2018,mpv,"parf car, hybrid cars",0,1880.0,158.0,1993.0,2.0,20900.0,33420,1204.0,45013.0,113221.0,40498.0,48698.0,107888.0,2,2,0,0,2,20
jaguar,xj,2000.0,2000,luxury sedan,"coe car, premium ad car, low mileage car",0,1809.0,186.0,3996.0,3.0,28840.0,50168,5916.0,17360.0,126000.0,104828.0,146760.0,99800.0,19,298,21,20,1,2
bmw,523i,2011.0,2011,luxury sedan,coe car,0,1650.0,150.0,2497.0,5.0,12790.0,47316,2514.0,32473.0,150000.0,45125.0,45125.0,87800.0,8,84,11,7,1,9
mitsubishi,asx,2016.0,2016,suv,parf car,0,1355.0,110.0,1998.0,1.0,13740.0,49602,1210.0,18354.0,133359.0,17632.0,17632.0,32800.0,6,34,8,12,0,0
mercedes-benz,b180,2020.0,2020,hatchback,parf car,0,1405.0,96.0,1332.0,1.0,19180.0,38504,586.0,52037.0,54180.0,32507.0,37510.0,137800.0,1,110,9,9,6,0
toyota,sienta,2018.0,2018,mpv,"parf car, hybrid cars",0,1380.0,73.0,1496.0,3.0,16240.0,36890,682.0,19826.0,90000.0,26048.0,8468.0,67300.0,3,132,0,0,2,20
shineray,x30l,2022.0,2023,van,electric cars,0,1420.0,12.0,1840.0,4.0,8960.0,59258,1026.0,52115.0,72238.0,33750.0,1688.0,78800.0,45,216,5,11,9,87
jaguar,xf,2017.0,2017,luxury sedan,"parf car, premium ad car",0,1660.0,177.0,1999.0,2.0,18040.0,49899,1212.0,54072.0,98891.0,48484.0,59878.0,84800.0,19,222,1,1,1,1
bmw,116d,2016.0,2016,hatchback,"parf car, direct owner sale",0,1350.0,85.0,1496.0,2.0,18210.0,52301,1082.0,17069.0,93000.0,23904.0,10466.0,42800.0,8,158,8,12,6,21
honda,e,2021.0,2022,suv,"parf car, premium ad car, hybrid cars",0,1350.0,174.0,1496.0,1.0,17410.0,112001,778.0,101971.0,35000.0,28209.0,16493.0,148800.0,2,22,14,5,0,11
mercedes-benz,e200,2015.0,2015,luxury sedan,"parf car, sgcarmart warranty cars",0,1655.0,135.0,1991.0,1.0,20390.0,57885,1202.0,39011.0,101000.0,47790.0,58906.0,52800.0,1,11,10,10,1,14
audi,a5,2011.0,2011,luxury sedan,"coe car, direct owner sale",0,1615.0,155.0,1984.0,3.0,13940.0,47316,1672.0,32551.0,185000.0,47577.0,47577.0,95888.0,9,128,11,7,1,35
volkswagen,golf,2010.0,2010,sports car,"coe car, premium ad car",0,1339.0,155.0,1984.0,6.0,12520.0,32914,1672.0,20452.0,151200.0,28507.0,28507.0,77800.0,11,20,6,19,4,3
bmw,318i,2020.0,2020,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",0,1490.0,115.0,1998.0,1.0,19080.0,39889,1210.0,63139.0,81000.0,41367.0,49914.0,147888.0,8,12,9,9,1,8
mercedes-benz,c180,2011.0,2011,luxury sedan,coe car,0,1500.0,115.0,1597.0,5.0,12500.0,38137,965.0,25296.0,143815.0,31019.0,31019.0,82944.0,1,8,11,7,1,9
nissan,nv350,2021.0,2021,van,premium ad car,0,1700.0,12.0,1998.0,1.0,9630.0,31176,1815.0,21037.0,13466.0,23278.0,1164.0,64988.0,17,48,14,16,9,15
toyota,land,2023.0,2024,suv,"parf car, rare & exotic, almost new car, low mileage car",0,2520.0,305.0,3444.0,1.0,35200.0,96011,3080.0,165079.0,11.0,63152.0,93880.0,393988.0,3,307,17,18,0,34
honda,e,2016.0,2016,mpv,"parf car, premium ad car",0,1855.0,129.0,2356.0,3.0,20780.0,57010,1630.0,32682.0,113318.0,30564.0,34790.0,60500.0,2,22,8,12,2,1
sokon,ec35,2022.0,2023,van,"almost new car, premium ad car, low mileage car, electric cars",0,1500.0,12.0,1840.0,1.0,10210.0,24773,1026.0,19818.0,1.0,27306.0,1366.0,93800.0,53,279,5,11,9,81
honda,civic,2009.0,2011,mid-sized sedan,"coe car, premium ad car",0,1219.0,103.0,1799.0,4.0,14220.0,23658,1369.0,8802.0,125415.0,25843.0,25843.0,26500.0,2,16,15,7,3,3
honda,jazz,2016.0,2016,hatchback,"parf car, premium ad car",0,1046.0,96.0,1498.0,2.0,14380.0,53334,684.0,18320.0,81000.0,17171.0,12171.0,35800.0,2,82,8,12,6,1
mercedes-benz,gla180,2017.0,2018,suv,parf car,0,1435.0,90.0,1595.0,3.0,17340.0,41400,740.0,35995.0,98809.0,28841.0,32378.0,78800.0,1,77,1,0,0,0
volvo,v40,2018.0,2019,hatchback,parf car,0,1441.0,140.0,1969.0,1.0,15010.0,33689,1176.0,31742.0,85000.0,22799.0,23919.0,78800.0,16,33,0,8,6,0
kia,sportage,2010.0,2010,suv,"coe car, low mileage car",0,1500.0,122.0,1998.0,4.0,12540.0,33568,1694.0,20288.0,128500.0,20949.0,20949.0,75800.0,18,178,6,19,0,12
bmw,m4,2020.0,2021,suv,"parf car, premium ad car",0,1865.0,285.0,2998.0,3.0,33620.0,49500,2384.0,113615.0,51000.0,76248.0,109247.0,269800.0,8,203,9,16,0,1
mercedes-benz,amg,2016.0,2016,suv,"parf car, premium ad car",0,1435.0,115.0,1595.0,3.0,18630.0,55501,740.0,32585.0,152127.0,29571.0,33400.0,58800.0,1,29,8,12,0,1
bentley,flying,2016.0,2018,luxury sedan,"imported used vehicle, coe car, rare & exotic, low mileage car",0,2492.0,388.0,3993.0,2.0,105090.0,32000,3940.0,28370.0,48000.0,148228.0,238811.0,469000.0,13,205,8,0,1,54
mercedes-benz,a180,2016.0,2016,hatchback,parf car,0,1395.0,90.0,1595.0,3.0,17160.0,47889,740.0,19269.0,90000.0,22519.0,18527.0,41800.0,1,154,8,12,6,0
kia,stinger,2020.0,2020,luxury sedan,"parf car, premium ad car",0,1780.0,272.0,3342.0,3.0,25360.0,37109,2920.0,62592.0,57000.0,44159.0,53823.0,178800.0,18,251,9,9,1,1
bmw,216d,2016.0,2016,mpv,parf car,0,1480.0,85.0,1496.0,1.0,15970.0,51506,1082.0,26665.0,97235.0,30775.0,25085.0,48555.0,8,116,8,12,2,0
toyota,prius,2020.0,2021,hatchback,"parf car, premium ad car, hybrid cars",0,1350.0,90.0,1797.0,1.0,15650.0,68310,974.0,62908.0,32279.0,28947.0,17526.0,122800.0,3,115,9,16,6,11
honda,hr-v,2015.0,2016,suv,"parf car, premium ad car",0,1221.0,88.0,1497.0,2.0,13610.0,56001,684.0,22415.0,124000.0,23228.0,24520.0,34000.0,2,117,10,12,0,1
honda,vezel,2016.0,2016,suv,"parf car, low mileage car, hybrid cars",0,1280.0,112.0,1496.0,2.0,15950.0,56340,682.0,16336.0,75000.0,29371.0,5000.0,40300.0,2,55,8,12,0,31
kia,carens,2018.0,2018,mpv,parf car,0,1525.0,104.0,1685.0,1.0,12880.0,37010,1318.0,27932.0,142000.0,21489.0,22085.0,58300.0,18,134,0,0,2,0
honda,e,2024.0,2024,mpv,"parf car, almost new car, premium ad car, hybrid cars",0,1840.0,242.0,1993.0,1.0,17940.0,94006,1204.0,95756.0,3702.0,28858.0,27402.0,188000.0,2,22,19,18,2,74
bmw,m3,2015.0,2015,sports car,"parf car, consignment car",0,1560.0,317.0,2979.0,1.0,69960.0,60003,2362.0,65231.0,115000.0,72102.0,101784.0,159000.0,8,83,10,10,4,41
volkswagen,jetta,2015.0,2016,mid-sized sedan,"parf car, premium ad car",0,1417.0,90.0,1390.0,4.0,19920.0,48000,620.0,22569.0,98432.0,17516.0,17516.0,58800.0,11,173,10,12,3,1
bmw,430i,2017.0,2017,luxury sedan,"parf car, premium ad car, low mileage car",0,1540.0,185.0,1998.0,2.0,22530.0,49189,1210.0,53269.0,55110.0,46940.0,57716.0,101000.0,8,25,1,1,1,6
mercedes-benz,amg,2015.0,2016,luxury sedan,parf car,0,1655.0,135.0,1991.0,3.0,24360.0,57501,1202.0,46198.0,116200.0,51956.0,65521.0,75800.0,1,29,10,12,1,0
toyota,wish,2009.0,2009,mpv,"coe car, low mileage car",0,1380.0,106.0,1987.0,4.0,12040.0,37502,1797.0,19871.0,121310.0,22003.0,22003.0,63800.0,3,87,15,6,2,12
toyota,sienta,2019.0,2021,mpv,"parf car, hybrid cars",0,1380.0,73.0,1496.0,1.0,16620.0,45001,682.0,42632.0,38000.0,25445.0,12623.0,128800.0,3,132,7,16,2,20
honda,jazz,2020.0,2020,hatchback,"parf car, premium ad car",0,1052.0,73.0,1318.0,1.0,13930.0,33000,578.0,24990.0,57250.0,16571.0,6571.0,88000.0,2,82,9,9,6,1
opel,astra,2016.0,2016,stationwagon,"parf car, premium ad car",0,1275.0,110.0,1399.0,1.0,10390.0,56410,626.0,24051.0,150000.0,22850.0,18990.0,32800.0,30,223,8,12,7,1
volkswagen,golf,2015.0,2016,sports car,parf car,0,1420.0,206.0,1984.0,3.0,43820.0,57508,1194.0,41224.0,124000.0,40292.0,48409.0,117000.0,11,20,10,12,4,0
mercedes-benz,c180,2013.0,2014,luxury sedan,coe car,0,1485.0,115.0,1595.0,5.0,10940.0,78482,814.0,77364.0,34937.0,28536.0,26951.0,107800.0,1,8,18,14,1,9
nissan,kicks,2020.0,2020,suv,"parf car, hybrid cars, sgcarmart warranty cars",0,1330.0,95.0,1198.0,1.0,15890.0,37766,772.0,35834.0,54200.0,24409.0,16173.0,107800.0,17,253,9,9,0,36
honda,jazz,2016.0,2016,hatchback,parf car,0,1046.0,96.0,1498.0,1.0,14160.0,47889,684.0,15262.0,83300.0,16838.0,11838.0,31800.0,2,82,8,12,6,0
hyundai,elantra,2016.0,2017,mid-sized sedan,"parf car, premium ad car",0,1345.0,93.0,1591.0,3.0,12570.0,48401,738.0,22829.0,100422.0,18224.0,18224.0,40000.0,12,21,8,1,3,1
bmw,116i,2012.0,2012,hatchback,"coe car, consignment car, low mileage car",0,1310.0,100.0,1598.0,4.0,12270.0,78930,890.0,63144.0,108000.0,26517.0,26517.0,100800.0,8,191,12,13,6,46
toyota,previa,2017.0,2017,mpv,"parf car, direct owner sale",0,1775.0,125.0,2362.0,2.0,23000.0,49802,1638.0,39057.0,152000.0,34489.0,40285.0,88888.0,3,97,1,1,2,21
mercedes-benz,c200,2015.0,2016,luxury sedan,"parf car, premium ad car, low mileage car",0,1465.0,135.0,1991.0,1.0,23060.0,54920,1202.0,29040.0,49800.0,36936.0,38711.0,51888.0,1,1,10,12,1,6
bmw,x2,2018.0,2018,suv,"parf car, premium ad car, low mileage car",0,1460.0,141.0,1998.0,3.0,18780.0,31801,1210.0,47603.0,50679.0,40395.0,48553.0,104800.0,8,210,0,0,0,6
mercedes-benz,glc250,2015.0,2016,suv,parf car,0,1735.0,155.0,1991.0,3.0,23090.0,38610,1202.0,36440.0,54289.0,43903.0,53465.0,68800.0,1,27,10,12,0,0
isuzu,Other,2017.0,2017,truck,-,1,2340.0,19.0,2999.0,1.0,20050.0,36879,2384.0,12104.0,31828.0,26141.0,1308.0,65800.0,15,17,1,1,5,7
mercedes-benz,cla180,2019.0,2019,luxury sedan,"parf car, premium ad car",0,1430.0,90.0,1595.0,2.0,19530.0,26301,740.0,34396.0,79000.0,27989.0,31185.0,108888.0,1,75,7,8,1,1
toyota,previa,2011.0,2011,mpv,"coe car, direct owner sale",0,1845.0,125.0,2362.0,5.0,11810.0,42683,2293.0,27399.0,147000.0,35783.0,35783.0,75800.0,3,97,11,7,2,35
mitsubishi,asx,2017.0,2017,suv,"parf car, premium ad car",0,1365.0,110.0,1998.0,2.0,14090.0,49189,1210.0,27529.0,97000.0,16933.0,16933.0,55800.0,6,34,1,1,0,1
honda,mobilio,2015.0,2015,mpv,"parf car, premium ad car",0,1160.0,88.0,1497.0,1.0,14330.0,55889,684.0,16769.0,120000.0,18935.0,18935.0,25800.0,2,202,10,10,2,1
kia,cerato,2016.0,2017,mid-sized sedan,"parf car, premium ad car, sgcarmart warranty cars",0,1295.0,95.0,1591.0,1.0,12420.0,50889,738.0,24182.0,123500.0,17857.0,17857.0,41800.0,18,37,8,1,3,8
aston martin,Other,2015.0,2016,sports car,"parf car, direct owner sale, rare & exotic, low mileage car",0,1785.0,403.0,5935.0,1.0,221900.0,56340,6976.0,190443.0,18800.0,179384.0,294892.0,680000.0,62,17,10,12,4,45
bmw,x5,2019.0,2019,suv,"parf car, premium ad car",0,2153.0,250.0,2998.0,3.0,32030.0,40009,2384.0,110171.0,46000.0,80981.0,117766.0,233800.0,8,150,7,8,0,1
honda,shuttle,2019.0,2021,stationwagon,"parf car, premium ad car, low mileage car",0,1130.0,95.0,1496.0,1.0,14110.0,43501,682.0,35608.0,31250.0,22986.0,9181.0,97800.0,2,28,7,16,7,6
porsche,911,2011.0,2011,sports car,"coe car, rare & exotic, premium ad car, low mileage car",0,1525.0,300.0,3800.0,2.0,45950.0,47316,5093.0,32538.0,109564.0,138527.0,138527.0,316000.0,25,181,11,7,4,70
toyota,altis,2016.0,2016,mid-sized sedan,parf car,0,1215.0,90.0,1598.0,1.0,15420.0,50951,742.0,24487.0,120000.0,19990.0,19990.0,47800.0,3,3,8,12,3,0
mazda,2,2016.0,2016,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",0,1454.0,121.0,1998.0,2.0,14190.0,58201,1210.0,26526.0,39897.0,22084.0,22918.0,42800.0,10,18,8,12,1,8
bentley,bentayga,2019.0,2020,suv,"parf car, rare & exotic, premium ad car, low mileage car",0,2428.0,404.0,3996.0,3.0,65170.0,35001,3944.0,257673.0,38000.0,190868.0,315563.0,548800.0,13,197,7,9,0,5
bmw,216d,2016.0,2017,mpv,"parf car, premium ad car, low mileage car",0,1480.0,85.0,1496.0,1.0,16510.0,49751,1082.0,27923.0,62000.0,31478.0,26070.0,53800.0,8,116,8,1,2,6
honda,grace,2018.0,2019,mid-sized sedan,"parf car, hybrid cars",0,1160.0,101.0,1496.0,2.0,15820.0,38602,682.0,29041.0,84100.0,20955.0,11337.0,89888.0,2,316,0,8,3,20
toyota,hiace,2024.0,2024,bus/mini bus,"almost new car, premium ad car",0,2180.0,0.0,2754.0,1.0,15290.0,70589,3000.0,70531.0,20.0,50227.0,2512.0,152800.0,3,43,19,18,8,51
mercedes-benz,amg,2021.0,2022,luxury sedan,"parf car, premium ad car",0,1490.0,165.0,1991.0,1.0,21380.0,98389,1202.0,118922.0,38500.0,40904.0,49266.0,202800.0,1,29,14,5,1,1
honda,stream,2009.0,2010,mpv,"coe car, premium ad car, low mileage car",0,1385.0,103.0,1799.0,3.0,13940.0,19108,1369.0,4607.0,118000.0,27402.0,27402.0,16800.0,2,23,15,19,2,2
bmw,x1,2017.0,2017,suv,"parf car, low mileage car",0,1430.0,100.0,1499.0,1.0,18670.0,55000,684.0,34258.0,62031.0,30855.0,30197.0,69888.0,8,88,1,1,0,19
rolls-royce,phantom,2019.0,2019,luxury sedan,"parf car, low mileage car",0,2660.0,420.0,6749.0,1.0,261290.0,40000,8250.0,912003.0,7900.0,676384.0,1189490.0,2000000.0,48,232,7,8,1,19
honda,vezel,2016.0,2017,suv,"parf car, direct owner sale",0,1190.0,96.0,1496.0,1.0,14310.0,46778,682.0,22363.0,104000.0,22818.0,13946.0,49800.0,2,55,8,1,0,21
mercedes-benz,c180,2015.0,2015,luxury sedan,parf car,0,1425.0,115.0,1595.0,1.0,28390.0,71889,740.0,21604.0,92000.0,35392.0,31549.0,38800.0,1,8,10,10,1,0
mercedes-benz,s320l,2019.0,2020,luxury sedan,"parf car, direct owner sale",0,1940.0,200.0,2996.0,2.0,31850.0,49300,2382.0,129211.0,37000.0,87395.0,129311.0,272888.0,1,89,7,9,1,21
mazda,3,2016.0,2016,mid-sized sedan,"parf car, premium ad car",0,1321.0,88.0,1496.0,1.0,12750.0,51507,682.0,20944.0,92000.0,20847.0,16186.0,35900.0,10,15,8,12,3,1
mercedes-benz,e200,2017.0,2017,luxury sedan,"parf car, sgcarmart warranty cars",0,1605.0,135.0,1991.0,2.0,24070.0,46229,1202.0,53538.0,120663.0,52579.0,66643.0,103888.0,1,11,1,1,1,14
