make,model,manufactured,reg_date,type_of_vehicle,category,transmission,curb_weight,power,engine_cap,no_of_owners,depreciation,coe,dereg_value,price
toyota,toyota-altis,2014.0,25-jun-2014,mid-sized sedan,"coe car, premium ad car, low mileage car",0,1205.0,90.0,1598.0,1.0,12260.0,42275,41256.0,59800.0
tesla,tesla-model,2021.0,08-sep-2021,luxury sedan,"parf car, direct owner sale, electric cars",0,1844.0,377.0,2136.0,1.0,19440.0,56032,85323.0,168000.0
honda,honda-cr-v,2010.0,15-jun-2011,suv,"coe car, premium ad car",0,1540.0,110.0,1997.0,1.0,11460.0,49716,34611.0,79800.0
volvo,volvo-xc60,2009.0,29-sep-2009,suv,"coe car, direct owner sale",0,1903.0,210.0,2953.0,5.0,12290.0,37941,20072.0,65000.0
honda,honda-cr-v,2017.0,01-nov-2017,suv,parf car,0,1527.0,142.0,1498.0,1.0,18390.0,53711,38441.0,77800.0
volkswagen,volkswagen-sportsvan,2015.0,29-jan-2016,hatchback,"parf car, premium ad car",0,1383.0,92.0,1395.0,1.0,13910.0,56989,22844.0,34200.0
toyota,toyota-alphard,2019.0,03-sep-2021,mpv,"parf car, hybrid cars",0,2110.0,145.0,2493.0,1.0,24950.0,59501,87720.0,205500.0
toyota,toyota-proace,2017.0,27-apr-2018,van,premium ad car,1,1660.0,12.0,1560.0,1.0,9990.0,29403,11125.0,37800.0
peugeot,peugeot-3008,2018.0,29-nov-2018,suv,"parf car, premium ad car",0,1300.0,121.0,1598.0,4.0,14320.0,30959,36141.0,78800.0
toyota,toyota-wish,2015.0,16-mar-2015,mpv,"parf car, premium ad car",0,1360.0,105.0,1798.0,1.0,18390.0,68668,13982.0,20800.0
nissan,nissan-cabstar,2016.0,23-dec-2016,truck,-,1,1800.0,19.0,2953.0,2.0,12620.0,44128,11123.0,31800.0
land rover,land rover-range,2018.0,05-oct-2018,suv,"parf car, premium ad car, low mileage car",0,1983.0,184.0,1997.0,1.0,27650.0,31301,84746.0,170000.0
porsche,porsche-boxster,2011.0,30-jun-2011,sports car,"coe car, premium ad car, low mileage car, sgcarmart warranty cars",0,1455.0,228.0,3436.0,5.0,21420.0,38216,24385.0,136688.0
mercedes-benz,mercedes-benz-c180,2011.0,03-oct-2011,luxury sedan,"coe car, sgcarmart warranty cars",0,1500.0,115.0,1597.0,5.0,12450.0,46358,33441.0,89800.0
honda,honda-vezel,2016.0,16-nov-2016,suv,"parf car, premium ad car, hybrid cars",0,1280.0,112.0,1496.0,1.0,16390.0,56000,16076.0,40800.0
volkswagen,volkswagen-scirocco,2012.0,25-apr-2012,sports car,"coe car, direct owner sale",0,1285.0,118.0,1390.0,4.0,11340.0,56670,42495.0,85000.0
toyota,toyota-altis,2009.0,26-jan-2010,mid-sized sedan,coe car,0,1195.0,80.0,1598.0,2.0,13210.0,15988,1743.0,7200.0
mercedes-benz,mercedes-benz-cla180,2018.0,13-sep-2018,luxury sedan,"parf car, premium ad car",0,1430.0,90.0,1595.0,1.0,18050.0,31997,36176.0,92800.0
toyota,toyota-sienta,2023.0,21-dec-2023,mpv,"parf car, almost new car, hybrid cars, sgcarmart warranty cars",0,1360.0,85.0,1490.0,1.0,15290.0,85000,74815.0,146800.0
jaguar,jaguar-e-pace,2021.0,14-apr-2022,suv,"parf car, premium ad car, low mileage car, hybrid cars",0,1708.0,118.0,1498.0,1.0,24010.0,98890,99399.0,199999.0
toyota,toyota-sienta,2019.0,31-oct-2019,mpv,parf car,0,1320.0,80.0,1496.0,3.0,14660.0,32309,29311.0,86800.0
toyota,toyota-hiace,2018.0,03-oct-2018,van,-,0,1680.0,0.0,2982.0,1.0,18760.0,30389,13071.0,80700.0
mercedes-benz,mercedes-benz-amg,2021.0,12-may-2022,luxury sedan,"parf car, premium ad car",0,1435.0,120.0,1332.0,1.0,21570.0,91112,109011.0,192800.0
honda,honda-civic,1993.0,09-mar-1993,mid-sized sedan,"coe car, direct owner sale, rare & exotic",0,1274.0,116.0,1590.0,6.0,12480.0,25525,12238.0,59888.0
toyota,toyota-prius,2018.0,26-oct-2018,hatchback,"parf car, hybrid cars",0,1360.0,90.0,1797.0,1.0,17230.0,31301,25959.0,84000.0
toyota,toyota-camry,2015.0,25-jan-2016,luxury sedan,"parf car, premium ad car",0,1480.0,123.0,1998.0,2.0,14580.0,55001,25706.0,38800.0
lotus,lotus-evora,2009.0,11-jun-2010,sports car,"coe car, premium ad car",1,1382.0,206.0,3456.0,6.0,22990.0,33568,19387.0,132800.0
bmw,bmw-x1,2016.0,08-nov-2016,suv,parf car,0,1430.0,100.0,1499.0,1.0,18970.0,53001,31325.0,59800.0
porsche,porsche-911,2022.0,23-sep-2022,sports car,"parf car, low mileage car",0,1590.0,331.0,2981.0,1.0,72420.0,108051,274512.0,718800.0
bentley,bentley-continental,2008.0,06-aug-2008,luxury sedan,"coe car, low mileage car",0,2525.0,412.0,5998.0,4.0,24780.0,34991,13948.0,98800.0
bmw,bmw-523i,2010.0,28-jun-2010,luxury sedan,coe car,0,1650.0,150.0,2497.0,6.0,15420.0,33568,19984.0,91777.0
volkswagen,volkswagen-beetle,2009.0,17-nov-2009,hatchback,"coe car, premium ad car, low mileage car",0,1240.0,75.0,1595.0,6.0,8880.0,30574,16451.0,47800.0
mazda,mazda-2,2016.0,31-mar-2016,hatchback,"parf car, premium ad car, low mileage car",0,1036.0,85.0,1496.0,1.0,14350.0,45504,11510.0,27888.0
toyota,toyota-altis,2019.0,18-jul-2019,mid-sized sedan,"parf car, premium ad car, low mileage car",0,1230.0,96.0,1598.0,1.0,15680.0,28589,28643.0,89200.0
mercedes-benz,mercedes-benz-amg,2016.0,19-may-2016,suv,"parf car, premium ad car",0,1735.0,155.0,1991.0,2.0,23280.0,46502,37433.0,66600.0
nissan,nissan-cabstar,2016.0,31-may-2017,truck,direct owner sale,1,1800.0,19.0,2953.0,2.0,11060.0,30600,8794.0,31800.0
toyota,toyota-sienta,2018.0,16-apr-2019,mpv,"parf car, hybrid cars",0,1380.0,73.0,1496.0,1.0,16420.0,26659,26050.0,88800.0
porsche,porsche-cayenne,2011.0,10-oct-2011,suv,"coe car, low mileage car",0,2105.0,220.0,3598.0,5.0,19160.0,58124,42407.0,139800.0
honda,honda-stream,2008.0,31-oct-2008,mpv,coe car,0,1350.0,103.0,1799.0,4.0,11980.0,32279,14132.0,52500.0
toyota,toyota-yaris,2022.0,11-aug-2022,suv,parf car,0,1120.0,88.0,1490.0,1.0,14660.0,80000,68575.0,119800.0
audi,audi-rs,2011.0,08-apr-2011,sports car,"coe car, premium ad car",0,1800.0,331.0,4163.0,4.0,19690.0,40714,26670.0,129000.0
honda,honda-vezel,2015.0,10-jun-2016,suv,"parf car, direct owner sale",0,1190.0,96.0,1496.0,1.0,15120.0,47020,14673.0,34888.0
mercedes-benz,mercedes-benz-c180,2009.0,26-jun-2009,luxury sedan,"coe car, direct owner sale",0,1500.0,115.0,1597.0,5.0,12400.0,27886,13836.0,61500.0
mitsubishi,mitsubishi-canter,2015.0,04-jun-2015,truck,premium ad car,1,2480.0,19.0,2998.0,1.0,25640.0,50098,4845.0,24800.0
hino,hino-xzu710r,2019.0,27-nov-2019,truck,-,0,2420.0,19.0,4009.0,1.0,15980.0,25392,13635.0,85800.0
volvo,volvo-xc90,2017.0,14-dec-2017,suv,parf car,0,2099.0,235.0,1969.0,3.0,26140.0,54334,76521.0,135800.0
porsche,porsche-cayenne,2021.0,08-apr-2022,suv,"parf car, low mileage car",0,2105.0,250.0,2995.0,1.0,45280.0,98889,183928.0,425000.0
audi,audi-a3,2016.0,28-jun-2016,luxury sedan,"parf car, premium ad car",0,1310.0,92.0,1395.0,4.0,15330.0,55200,21539.0,39800.0
citroen,citroen-c4,2015.0,20-aug-2015,mpv,"parf car, premium ad car",0,1320.0,85.0,1560.0,3.0,13760.0,56209,13929.0,22888.0
toyota,toyota-mark,2006.0,16-nov-2006,luxury sedan,"coe car, consignment car",0,1500.0,158.0,2499.0,4.0,13620.0,48479,9895.0,27800.0
suzuki,suzuki-grand,2009.0,25-jun-2009,suv,"coe car, sgcarmart warranty cars",0,1555.0,103.0,1995.0,6.0,10620.0,35411,17269.0,51800.0
volkswagen,volkswagen-jetta,2015.0,30-dec-2015,mid-sized sedan,"parf car, premium ad car",0,1417.0,90.0,1390.0,3.0,14220.0,56989,20995.0,33000.0
infiniti,infiniti-qx50,2019.0,28-dec-2020,suv,"parf car, sgcarmart warranty cars",0,1890.0,200.0,1997.0,1.0,20030.0,45510,67074.0,155800.0
hyundai,hyundai-avante,2021.0,25-mar-2021,mid-sized sedan,parf car,0,1280.0,90.0,1598.0,2.0,15130.0,41996,33360.0,104800.0
toyota,toyota-yaris,2021.0,25-oct-2021,suv,"parf car, consignment car",0,1110.0,88.0,1490.0,1.0,13700.0,52709,42653.0,101800.0
mitsubishi,mitsubishi-attrage,2019.0,17-jul-2020,mid-sized sedan,"parf car, premium ad car",0,940.0,59.0,1193.0,1.0,11710.0,33520,24156.0,73800.0
hyundai,hyundai-avante,2019.0,21-dec-2019,mid-sized sedan,"parf car, premium ad car",0,1345.0,93.0,1591.0,3.0,12950.0,26667,24223.0,77800.0
nissan,nissan-qashqai,2017.0,30-jun-2017,suv,parf car,0,1285.0,85.0,1197.0,1.0,13200.0,42801,21833.0,46888.0
mercedes-benz,mercedes-benz-clk200,2007.0,21-apr-2008,sports car,coe car,0,1675.0,135.0,1796.0,6.0,16080.0,40881,15736.0,61888.0
volkswagen,volkswagen-golf,2015.0,30-oct-2015,hatchback,"parf car, premium ad car, low mileage car",0,1249.0,90.0,1395.0,2.0,14730.0,57301,12902.0,24800.0
volvo,volvo-xc60,2020.0,28-jan-2021,suv,parf car,0,1757.0,187.0,1969.0,1.0,23990.0,49489,64842.0,178800.0
toyota,toyota-sienta,2019.0,19-nov-2021,mpv,"parf car, premium ad car, hybrid cars",0,1380.0,73.0,1496.0,1.0,14440.0,52709,48893.0,113800.0
bentley,bentley-bentayga,2021.0,13-apr-2022,suv,"parf car, rare & exotic, low mileage car",0,2415.0,404.0,3996.0,1.0,95910.0,83911,329742.0,930000.0
mitsubishi,mitsubishi-delica,2007.0,19-mar-2008,mpv,"coe car, premium ad car, low mileage car",0,1780.0,125.0,2360.0,4.0,11910.0,44998,16544.0,43800.0
porsche,porsche-cayman,2007.0,13-nov-2007,sports car,"coe car, premium ad car",0,1360.0,180.0,2687.0,6.0,26060.0,50168,17112.0,88888.0
audi,audi-s5,2009.0,27-jan-2010,sports car,"coe car, premium ad car",0,1750.0,260.0,4163.0,6.0,14910.0,39463,22186.0,83800.0
mazda,mazda-3,2016.0,12-oct-2016,mid-sized sedan,parf car,0,1321.0,88.0,1496.0,4.0,12730.0,50000,19073.0,35800.0
hyundai,hyundai-elantra,2018.0,20-apr-2018,mid-sized sedan,"parf car, premium ad car",0,1345.0,93.0,1591.0,3.0,13720.0,27303,17037.0,57800.0
toyota,toyota-vios,2006.0,14-jul-2006,mid-sized sedan,"coe car, premium ad car",1,990.0,80.0,1497.0,4.0,12660.0,46454,9100.0,24800.0
bmw,bmw-530i,2022.0,09-oct-2023,luxury sedan,"parf car, almost new car, hybrid cars",0,1625.0,187.0,1998.0,1.0,25990.0,152000,181600.0,285800.0
bmw,bmw-216i,2017.0,27-sep-2017,mpv,"parf car, premium ad car",0,1480.0,75.0,1499.0,2.0,16340.0,42902,35048.0,69800.0
bmw,bmw-316i,2012.0,28-jan-2013,luxury sedan,"coe car, premium ad car",0,1405.0,100.0,1598.0,4.0,14210.0,74099,60903.0,116800.0
honda,honda-e,2018.0,24-sep-2018,mpv,"parf car, premium ad car",0,1858.0,129.0,2356.0,2.0,21130.0,31801,38191.0,108000.0
toyota,toyota-vellfire,2023.0,28-dec-2023,mpv,"parf car, almost new car, hybrid cars",0,2170.0,184.0,2487.0,1.0,33690.0,110001,192902.0,380000.0
bentley,bentley-continental,2009.0,08-nov-2012,sports car,"coe car, low mileage car",0,2240.0,463.0,5998.0,4.0,28310.0,107652,90487.0,238000.0
mercedes-benz,mercedes-benz-c180,2017.0,16-may-2017,luxury sedan,"parf car, premium ad car",0,1425.0,115.0,1595.0,2.0,20490.0,53300,42018.0,81800.0
mitsubishi,mitsubishi-outlander,2018.0,18-apr-2019,suv,parf car,0,1480.0,110.0,1998.0,1.0,17740.0,35403,30181.0,92800.0
volkswagen,volkswagen-scirocco,2012.0,30-aug-2012,sports car,"coe car, low mileage car",0,1285.0,118.0,1390.0,2.0,10900.0,70109,55319.0,86000.0
mercedes-benz,mercedes-benz-e250,2017.0,25-jan-2018,luxury sedan,parf car,0,1615.0,155.0,1991.0,2.0,22900.0,53711,70526.0,118800.0
audi,audi-a6,2015.0,28-may-2015,luxury sedan,"parf car, direct owner sale",0,1670.0,185.0,1984.0,4.0,22200.0,78001,27485.0,38888.0
nissan,nissan-cabstar,2016.0,11-aug-2016,truck,-,1,1780.0,19.0,2953.0,1.0,11980.0,47889,10313.0,25800.0
toyota,toyota-picnic,2008.0,11-sep-2008,mpv,coe car,0,1540.0,110.0,1998.0,4.0,12930.0,33377,13634.0,52800.0
honda,honda-jazz,2008.0,28-oct-2009,hatchback,"coe car, premium ad car",0,1080.0,88.0,1497.0,1.0,11130.0,30574,16418.0,59777.0
porsche,porsche-911,2018.0,25-sep-2018,sports car,"parf car, rare & exotic, low mileage car",0,1450.0,272.0,2981.0,3.0,72020.0,32311,154652.0,408800.0
volkswagen,volkswagen-transporter,2019.0,30-dec-2019,van,premium ad car,0,1780.0,12.0,1968.0,3.0,12440.0,21101,11366.0,66988.0
chevrolet,chevrolet-orlando,2016.0,11-jan-2017,mpv,parf car,0,1650.0,103.0,1362.0,2.0,13540.0,53106,22908.0,41800.0
toyota,toyota-hiace,2017.0,20-mar-2018,van,premium ad car,1,1780.0,0.0,2982.0,2.0,14570.0,33014,12419.0,54800.0
mazda,mazda-3,2017.0,09-feb-2018,hatchback,"parf car, direct owner sale",0,1329.0,88.0,1496.0,2.0,13750.0,40000,26284.0,59200.0
honda,honda-fit,2021.0,20-mar-2023,hatchback,"parf car, premium ad car",0,1070.0,72.0,1317.0,1.0,12120.0,88000,74150.0,106800.0
mazda,mazda-rx-8,2008.0,22-apr-2009,sports car,"coe car, premium ad car",0,1340.0,158.0,1308.0,5.0,12940.0,26175,12700.0,62800.0
opel,opel-vivaro,2022.0,13-apr-2022,van,"premium ad car, electric cars",0,2120.0,12.0,1840.0,1.0,10960.0,51504,40328.0,85800.0
audi,audi-q5,2011.0,05-apr-2011,suv,"coe car, premium ad car",0,1740.0,155.0,1984.0,6.0,14810.0,47316,32214.0,100800.0
mercedes-benz,mercedes-benz-c160,2020.0,29-oct-2020,luxury sedan,"parf car, premium ad car, low mileage car",0,1505.0,95.0,1497.0,2.0,20220.0,37766,53951.0,148800.0
honda,honda-shuttle,2021.0,18-nov-2021,stationwagon,"parf car, premium ad car",0,1130.0,95.0,1496.0,1.0,14620.0,47821,38247.0,108000.0
nissan,nissan-nv200,2010.0,01-sep-2010,van,coe car,0,1280.0,12.0,1461.0,3.0,11400.0,12051,2919.0,13800.0
honda,honda-vezel,2016.0,17-mar-2017,suv,"parf car, hybrid cars",0,1280.0,112.0,1496.0,1.0,16280.0,46229,14728.0,43800.0
nissan,nissan-cabstar,2013.0,07-mar-2014,truck,"coe car, direct owner sale",1,1780.0,19.0,2953.0,2.0,8710.0,35086,32068.0,39800.0
nissan,nissan-qashqai,2017.0,28-dec-2017,suv,"parf car, premium ad car",0,1325.0,85.0,1197.0,1.0,15250.0,42339,24844.0,61500.0
lexus,lexus-rx,2022.0,30-jun-2023,suv,"parf car, hybrid cars",0,1960.0,184.0,2487.0,1.0,33480.0,124002,155317.0,360000.0
honda,honda-fit,2018.0,21-jun-2018,hatchback,parf car,0,1030.0,73.0,1317.0,2.0,13750.0,38389,17848.0,54800.0
volkswagen,volkswagen-golf,2008.0,09-oct-2008,sports car,"coe car, consignment car",0,1428.0,147.0,1984.0,6.0,14640.0,32279,13672.0,62000.0
volkswagen,volkswagen-scirocco,2010.0,14-dec-2010,sports car,"coe car, premium ad car",0,1285.0,118.0,1390.0,6.0,16240.0,18652,5580.0,24300.0
seat,seat-leon,2018.0,07-jun-2018,hatchback,"parf car, premium ad car",0,1225.0,85.0,999.0,2.0,13100.0,38001,27501.0,60800.0
honda,honda-vezel,2016.0,06-jan-2017,suv,parf car,0,1190.0,96.0,1496.0,1.0,14230.0,49751,18686.0,39800.0
toyota,toyota-prius,2018.0,29-jun-2018,hatchback,"parf car, hybrid cars",0,1360.0,90.0,1797.0,2.0,15900.0,37605,19964.0,66800.0
mercedes-benz,mercedes-benz-amg,2006.0,21-may-2009,sports car,"imported used vehicle, coe car",0,1920.0,350.0,5439.0,6.0,19900.0,31933,15039.0,93888.0
rolls-royce,rolls-royce-ghost,2012.0,08-feb-2013,luxury sedan,"imported used vehicle, coe car, rare & exotic, low mileage car",0,2435.0,420.0,6592.0,6.0,60780.0,108373,93795.0,528000.0
ferrari,ferrari-roma,2021.0,12-jan-2022,sports car,"parf car, rare & exotic, low mileage car",0,1580.0,456.0,3855.0,2.0,87560.0,80989,397690.0,888000.0
mercedes-benz,mercedes-benz-a180,2017.0,03-oct-2017,hatchback,"parf car, low mileage car",0,1395.0,90.0,1595.0,2.0,17440.0,46778,27500.0,66800.0
peugeot,peugeot-308,2015.0,26-aug-2016,hatchback,parf car,0,1150.0,96.0,1199.0,2.0,12010.0,53334,17782.0,30800.0
honda,honda-civic,2007.0,17-jan-2008,sports car,coe car,0,1270.0,165.0,1998.0,6.0,24580.0,51850,17274.0,81888.0
mitsubishi,mitsubishi-attrage,2019.0,04-mar-2020,mid-sized sedan,parf car,0,940.0,59.0,1193.0,3.0,11610.0,32999,22618.0,68888.0
hyundai,hyundai-tucson,2009.0,05-jan-2010,suv,"coe car, premium ad car",0,1403.0,122.0,1998.0,3.0,12220.0,39313,21811.0,67800.0
bmw,bmw-alpina,2013.0,29-jul-2016,sports car,parf car,0,1610.0,301.0,2979.0,2.0,25530.0,38610,74882.0,110000.0
honda,honda-n-van,2023.0,25-apr-2024,van,"almost new car, premium ad car",0,960.0,12.0,658.0,1.0,8800.0,59742,58924.0,86800.0
lexus,lexus-es,2018.0,19-nov-2018,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",0,1620.0,152.0,2487.0,3.0,22410.0,32302,55156.0,126800.0
honda,honda-civic,2009.0,27-aug-2010,mid-sized sedan,"coe car, hybrid cars",0,1290.0,70.0,1339.0,3.0,14000.0,16095,3854.0,16800.0
nissan,nissan-serena,2023.0,08-aug-2023,mpv,"parf car, premium ad car, hybrid cars",0,1758.0,100.0,1198.0,1.0,17790.0,121000,104249.0,166800.0
bmw,bmw-520i,2017.0,26-jun-2018,luxury sedan,"parf car, premium ad car",0,1530.0,135.0,1998.0,1.0,21410.0,37000,56131.0,115800.0
honda,honda-vezel,2016.0,16-sep-2016,suv,"parf car, premium ad car, hybrid cars",0,1280.0,112.0,1496.0,2.0,15410.0,57002,14947.0,34800.0
volkswagen,volkswagen-jetta,2015.0,21-nov-2016,mid-sized sedan,"parf car, premium ad car",0,1417.0,90.0,1390.0,1.0,13230.0,52668,25542.0,42800.0
nissan,nissan-qashqai,2018.0,05-may-2018,suv,parf car,0,1325.0,85.0,1197.0,2.0,14580.0,39903,28596.0,65800.0
nissan,nissan-x-trail,2020.0,23-nov-2020,suv,"parf car, premium ad car",0,1626.0,106.0,1997.0,1.0,17710.0,41101,47408.0,128000.0
mitsubishi,mitsubishi-canter,2017.0,27-feb-2018,truck,premium ad car,1,2280.0,19.0,2998.0,1.0,18320.0,38303,14177.0,67800.0
honda,honda-hr-v,2016.0,29-nov-2016,suv,"parf car, premium ad car",0,1190.0,96.0,1496.0,2.0,14210.0,52668,24275.0,42800.0
honda,honda-hr-v,2017.0,08-jun-2017,suv,"parf car, premium ad car",0,1185.0,96.0,1496.0,1.0,15940.0,51106,24190.0,55000.0
hyundai,hyundai-avante,2019.0,16-aug-2019,mid-sized sedan,"parf car, premium ad car, low mileage car",0,1345.0,93.0,1591.0,1.0,13380.0,28369,25688.0,76500.0
mercedes-benz,mercedes-benz-s300l,2007.0,17-oct-2007,luxury sedan,"coe car, premium ad car, low mileage car",0,1850.0,170.0,2997.0,3.0,14620.0,50451,16835.0,48800.0
nissan,nissan-sylphy,2019.0,01-aug-2019,mid-sized sedan,"parf car, consignment car",0,1205.0,85.0,1598.0,1.0,12800.0,26667,26212.0,73998.0
toyota,toyota-wish,2008.0,05-jan-2009,mpv,"coe car, premium ad car",0,1310.0,97.0,1794.0,3.0,18160.0,31553,14350.0,82600.0
toyota,toyota-dyna,2016.0,09-nov-2016,truck,direct owner sale,1,1700.0,19.0,2982.0,1.0,13330.0,21417,4964.0,30888.0
volkswagen,volkswagen-tiguan,2019.0,28-feb-2020,suv,"parf car, premium ad car",0,1660.0,110.0,1395.0,2.0,18040.0,32889,48123.0,122500.0
bmw,bmw-116d,2017.0,26-jul-2017,hatchback,"parf car, premium ad car",0,1350.0,85.0,1496.0,3.0,13940.0,42801,20592.0,47800.0
kia,kia-cerato,2017.0,15-dec-2017,mid-sized sedan,"parf car, premium ad car",0,1295.0,95.0,1591.0,2.0,13430.0,46791,26542.0,54800.0
audi,audi-a4,2010.0,31-jan-2011,luxury sedan,"coe car, premium ad car",0,1450.0,118.0,1798.0,4.0,11920.0,40714,26023.0,76200.0
volkswagen,volkswagen-scirocco,2010.0,13-jan-2011,sports car,coe car,0,1285.0,118.0,1390.0,6.0,13480.0,18238,4547.0,16800.0
nissan,nissan-sylphy,2018.0,28-dec-2018,mid-sized sedan,"parf car, low mileage car",0,1205.0,85.0,1598.0,1.0,13590.0,25501,22916.0,68800.0
audi,audi-a4,2018.0,24-dec-2018,luxury sedan,"parf car, premium ad car",0,1480.0,140.0,1984.0,2.0,16150.0,31001,41528.0,92777.0
isuzu,isuzu-fsr34s,2017.0,24-apr-2017,truck,premium ad car,0,5800.0,0.0,7790.0,1.0,22000.0,33396,9534.0,62800.0
volkswagen,volkswagen-polo,2019.0,31-aug-2020,hatchback,"parf car, sgcarmart warranty cars",0,1190.0,85.0,999.0,2.0,13140.0,35710,36748.0,91300.0
honda,honda-mobilio,2016.0,14-feb-2017,mpv,"parf car, premium ad car",0,1160.0,88.0,1497.0,1.0,14030.0,50101,24420.0,45800.0
toyota,toyota-camry,2009.0,15-apr-2009,luxury sedan,"coe car, direct owner sale",0,1540.0,123.0,2362.0,4.0,9270.0,33018,15315.0,43000.0
mercedes-benz,mercedes-benz-e200,2008.0,05-sep-2008,luxury sedan,"coe car, premium ad car",0,1540.0,135.0,1796.0,2.0,9540.0,33377,13579.0,38800.0
bmw,bmw-318i,2009.0,14-oct-2009,luxury sedan,"coe car, premium ad car, low mileage car, sgcarmart warranty cars",0,1390.0,100.0,1995.0,3.0,10110.0,37941,19438.0,51800.0
honda,honda-vezel,2015.0,07-jan-2016,suv,"parf car, premium ad car, low mileage car",0,1190.0,96.0,1496.0,2.0,13840.0,54301,12634.0,24000.0
kia,kia-cerato,2020.0,28-apr-2021,mid-sized sedan,"parf car, premium ad car",0,1287.0,93.0,1591.0,1.0,15010.0,49640,46669.0,109000.0
toyota,toyota-camry,2018.0,17-oct-2018,luxury sedan,"parf car, consignment car, low mileage car, hybrid cars",0,1570.0,160.0,2487.0,2.0,19920.0,31307,30531.0,95800.0
hyundai,hyundai-elantra,2018.0,18-aug-2018,mid-sized sedan,"parf car, premium ad car",0,1345.0,93.0,1591.0,2.0,13320.0,33798,22345.0,59800.0
honda,honda-shuttle,2016.0,27-oct-2016,stationwagon,"parf car, premium ad car",0,1130.0,97.0,1496.0,2.0,12460.0,50991,16562.0,31800.0
bmw,bmw-640i,2011.0,22-dec-2011,sports car,"coe car, premium ad car, low mileage car",0,1840.0,235.0,2979.0,3.0,16890.0,60586,43771.0,122000.0
subaru,subaru-forester,2016.0,01-apr-2016,suv,"parf car, premium ad car",0,1566.0,110.0,1995.0,3.0,12510.0,50089,16438.0,27500.0
honda,honda-vezel,2021.0,13-may-2022,suv,parf car,0,1250.0,87.0,1496.0,1.0,16710.0,70901,61279.0,133800.0
audi,audi-a5,2010.0,02-jun-2010,sports car,"coe car, consignment car, low mileage car",0,1550.0,155.0,1984.0,6.0,12410.0,33568,19745.0,73000.0
mercedes-benz,mercedes-benz-amg,2019.0,17-sep-2020,suv,parf car,0,1435.0,90.0,1595.0,1.0,17790.0,37766,48396.0,127800.0
mercedes-benz,mercedes-benz-c180,2018.0,15-mar-2019,luxury sedan,parf car,0,1490.0,115.0,1595.0,2.0,20650.0,34509,46150.0,117800.0
honda,honda-freed,2018.0,11-sep-2018,mpv,"parf car, hybrid cars",0,1430.0,101.0,1496.0,2.0,17840.0,32551,26501.0,84800.0
toyota,toyota-harrier,2016.0,30-aug-2016,suv,parf car,0,1610.0,111.0,1986.0,3.0,15160.0,57903,27599.0,44800.0
toyota,toyota-noah,2021.0,15-oct-2021,mpv,"parf car, hybrid cars",0,1610.0,100.0,1797.0,1.0,21960.0,61190,61685.0,170800.0
volkswagen,volkswagen-jetta,2013.0,18-jul-2014,mid-sized sedan,"coe car, consignment car, low mileage car",0,1417.0,90.0,1390.0,4.0,11650.0,39241,38273.0,56800.0
mercedes-benz,mercedes-benz-glc200,2020.0,27-jul-2020,suv,"parf car, premium ad car, sgcarmart warranty cars",0,1730.0,145.0,1991.0,2.0,24880.0,35889,63403.0,179800.0
honda,honda-civic,2008.0,23-may-2009,sports car,"coe car, low mileage car",1,1270.0,165.0,1998.0,6.0,23950.0,33018,15831.0,114888.0
mazda,mazda-3,2017.0,16-aug-2017,mid-sized sedan,"parf car, direct owner sale",0,1310.0,88.0,1496.0,3.0,12920.0,44002,20281.0,45800.0
isuzu,isuzu-nhr85a,2016.0,17-aug-2016,truck,-,0,2240.0,0.0,2999.0,2.0,12410.0,41758,8718.0,25900.0
bmw,bmw-523i,2010.0,30-nov-2010,luxury sedan,"coe car, premium ad car",0,1725.0,150.0,2497.0,5.0,12510.0,34935,22004.0,78800.0
toyota,toyota-dyna,2013.0,11-sep-2013,truck,"coe car, premium ad car",1,1760.0,19.0,2982.0,1.0,10770.0,41173,33502.0,43800.0
kia,kia-stonic,2019.0,03-sep-2019,suv,parf car,0,1185.0,88.0,998.0,1.0,14370.0,28589,20650.0,77800.0
opel,opel-combo,2023.0,04-jul-2024,van,"almost new car, premium ad car, electric cars",0,1760.0,12.0,1543.0,2.0,10050.0,46808,37446.0,99500.0
